material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-026,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G17,G17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-027,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G18,G18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-028,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G19,G19,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-029,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G20,G20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-25-clip-on-body:MAT-001,samawah:SAM-RS-L3-008:rs-25-clip-on-body,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B6,B6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-25-clip-on-body:MAT-002,samawah:SAM-RS-L3-008:rs-25-clip-on-body,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B7,B7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-25-clip-on-body:MAT-003,samawah:SAM-RS-L3-008:rs-25-clip-on-body,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B20,B20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-25-clip-on-body:MAT-004,samawah:SAM-RS-L3-008:rs-25-clip-on-body,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B28,B28,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-001,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T1,T1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-002,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T2,T2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-003,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T3,T3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-004,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T4,T4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-005,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T5,T5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-006,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T6,T6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-007,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T7,T7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-008,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T8,T8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-009,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T9,T9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-010,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T10,T10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-011,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T11,T11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-012,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T12,T12,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-013,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T13,T13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-014,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T15,T15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-015,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T16,T16,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-016,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T17,T17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-017,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T18,T18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-018,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T19,T19,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-019,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T20,T20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-020,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T21,T21,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-021,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T22,T22,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-022,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T23,T23,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-023,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E1,E1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-024,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E2,E2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-025,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E3,E3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-026,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E4,E4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-027,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E5,E5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-028,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E6,E6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-029,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E7,E7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-030,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E8,E8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-007:rs-30-traction-battery-control:MAT-031,samawah:SAM-RS-L3-007:rs-30-traction-battery-control,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E9,E9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
